type,cell,n,wd_mouth,wd_L11,wd_L1,wd_L11H16,wd_qmean
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,220,0.34844310159473685,0.2995911199271552,0.3681823878601266,0.2990523625410653,0.22763234266413096
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,45,0.3835200066073802,0.32804589252239774,0.39377493993109697,0.3251184836171289,0.28361824321764934
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,250,0.33259516475829026,0.26030593500148325,0.3427837915065584,0.2689506358226554,0.17970605207873677
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,121,0.36853248192185484,0.2982631982103204,0.3760631395305883,0.30831550434247057,0.24002962643358916
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,40,0.41655036617235214,0.3368034872447224,0.38336358098740775,0.3334492366348364,0.2897055878891942
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,20,0.4201352196746123,0.3044910765904261,0.3587040604516337,0.32440758830844224,0.23317035865034996
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,81,0.3929071434755915,0.3004352318434498,0.32522096050442895,0.29565008902804135,0.25676852079213836
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,249,0.40831546779249256,0.32204478503072115,0.372352849170242,0.32057678694881814,0.26090633160773435
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,250,0.2748633032254269,0.19737949422064796,0.2724862300237337,0.20885155997797294,0.11900630600239408
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,250,0.2595025414787841,0.17492052470754232,0.2467304423798762,0.17233234563631256,0.07856142067792705
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,250,0.24765878322336693,0.18529356031543295,0.2424271771169132,0.18596176694449104,0.1274164885154353
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,250,0.31754035957667476,0.23651910709011034,0.2880657939681612,0.23031254111594573,0.1823324692049713
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,203,0.3634041912108472,0.2833962321380269,0.3637360802329388,0.2967186461626828,0.20369285962547556
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,250,0.33198029894465564,0.2663870458186617,0.3373521318329756,0.2752978592771092,0.1905191858770276
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,45,0.3377661473147812,0.2789290887192695,0.3533492213462089,0.2565895475580705,0.24119418254253558
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,250,0.27885482395697625,0.19268896113982306,0.27062239636137975,0.20898128396080165,0.1207616217841566
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,250,0.28219367222927594,0.17799769653450445,0.2514928860066744,0.1884270783487918,0.09605934885889246
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,250,0.27225210698498287,0.19043915738452627,0.2548703010813997,0.19389748102594023,0.12851952809337916
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,106,0.3998307000687976,0.323312767325705,0.37945767142252024,0.3250707921809169,0.2501468355974304
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,250,0.35368911427429905,0.23823216744979578,0.30359294178491825,0.2480669539976678,0.17789532017639148
