component,layer,head,template,attr_type,rho
head,19,19,T0,RACExRELIG,0.15250236143121626
head,19,19,T0,RELIGxPOLPARTY,0.214019371094553
head,19,19,T1,AGExPOLPARTY,-0.06020733652312599
head,19,19,T1,EDUCATIONxINCOME,0.5703811501483885
head,19,19,T1,RACExPOLIDEOLOGY,0.2785585845971429
head,19,19,T1,RACExPOLPARTY,0.2858284318732675
head,19,19,T1,RACExRELIG,0.2527220689915744
head,19,19,T1,RELIGxPOLPARTY,0.38779261069165244
head,19,19,T2,AGExPOLPARTY,0.2525632262474367
head,19,19,T2,EDUCATIONxINCOME,0.4916062625852666
head,19,19,T2,RACExPOLIDEOLOGY,0.26367676190816125
head,19,19,T2,RACExPOLPARTY,0.20087507068513433
head,19,19,T2,RACExRELIG,0.09516870064608758
head,19,19,T2,RELIGxPOLPARTY,0.1378856950419645
head,19,19,T3,AGExPOLPARTY,0.42341817109618957
head,19,19,T3,EDUCATIONxINCOME,0.36129999122810735
head,19,19,T3,RACExPOLIDEOLOGY,0.13813819643737815
head,19,19,T3,RACExPOLPARTY,0.30085612619135366
head,19,19,T3,RACExRELIG,0.24498526466921072
head,19,19,T3,RELIGxPOLPARTY,0.3401824927137076
head,19,19,Tmean,AGExPOLPARTY,0.44470802675137033
head,19,19,Tmean,EDUCATIONxINCOME,0.40146474302430735
head,19,19,Tmean,RACExPOLIDEOLOGY,0.1893169225626188
head,19,19,Tmean,RACExPOLPARTY,0.31710957926265787
head,19,19,Tmean,RACExRELIG,0.23162145313031324
head,19,19,Tmean,RELIGxPOLPARTY,0.4162201484976025
head,19,20,T0,AGExPOLPARTY,0.25209748971358875
head,19,20,T0,EDUCATIONxINCOME,0.39755218527445
head,19,20,T0,RACExPOLIDEOLOGY,-0.09526990410267816
head,19,20,T0,RACExPOLPARTY,0.08420641645408632
head,19,20,T0,RACExRELIG,0.06476347904938225
head,19,20,T0,RELIGxPOLPARTY,0.2618460587488355
head,19,20,T1,AGExPOLPARTY,0.40979789044804515
head,19,20,T1,EDUCATIONxINCOME,0.3038219201444722
head,19,20,T1,RACExPOLIDEOLOGY,0.2541658160500367
head,19,20,T1,RACExPOLPARTY,0.23211793923134486
head,19,20,T1,RACExRELIG,0.08700230475686704
head,19,20,T1,RELIGxPOLPARTY,0.12878369296305636
head,19,20,T2,AGExPOLPARTY,0.11595834506051224
head,19,20,T2,EDUCATIONxINCOME,0.06444569301701912
head,19,20,T2,RACExPOLIDEOLOGY,0.26254589521070554
head,19,20,T2,RACExPOLPARTY,0.08859616873892195
head,19,20,T2,RACExRELIG,0.21183587108474702
head,19,20,T2,RELIGxPOLPARTY,0.14148260487051317
head,19,20,T3,AGExPOLPARTY,0.4877400721053971
head,19,20,T3,EDUCATIONxINCOME,0.34444333097384916
head,19,20,T3,RACExPOLIDEOLOGY,0.11004551760221437
head,19,20,T3,RACExPOLPARTY,0.2800086277096776
head,19,20,T3,RACExRELIG,0.16035156987947255
head,19,20,T3,RELIGxPOLPARTY,0.1525616784048681
head,19,20,Tmean,AGExPOLPARTY,0.4626338573706994
head,19,20,Tmean,EDUCATIONxINCOME,0.3246272842383438
head,19,20,Tmean,RACExPOLIDEOLOGY,0.2470064461142889
head,19,20,Tmean,RACExPOLPARTY,0.3267638789027668
head,19,20,Tmean,RACExRELIG,0.18426701175048174
head,19,20,Tmean,RELIGxPOLPARTY,0.23786951279782256
head,19,21,T0,AGExPOLPARTY,0.3927532735582271
head,19,21,T0,EDUCATIONxINCOME,0.5436042315197684
head,19,21,T0,RACExPOLIDEOLOGY,0.27924960234663576
head,19,21,T0,RACExPOLPARTY,0.12307750459604325
head,19,21,T0,RACExRELIG,0.0776796796991605
head,19,21,T0,RELIGxPOLPARTY,0.24226433064527178
head,19,21,T1,AGExPOLPARTY,0.5685403347942047
head,19,21,T1,EDUCATIONxINCOME,0.5887223135100518
head,19,21,T1,RACExPOLIDEOLOGY,0.334051841401822
head,19,21,T1,RACExPOLPARTY,0.3128131238383829
head,19,21,T1,RACExRELIG,0.18295141119129482
head,19,21,T1,RELIGxPOLPARTY,0.3102034151824438
head,19,21,T2,AGExPOLPARTY,0.10426132175358181
head,19,21,T2,EDUCATIONxINCOME,0.07263160306106493
head,19,21,T2,RACExPOLIDEOLOGY,0.25174912170659014
head,19,21,T2,RACExPOLPARTY,0.04206143463272461
head,19,21,T2,RACExRELIG,0.1360866361884611
head,19,21,T2,RELIGxPOLPARTY,0.08116336052594342
head,19,21,T3,AGExPOLPARTY,0.42827992440995527
head,19,21,T3,EDUCATIONxINCOME,0.5365924066714647
head,19,21,T3,RACExPOLIDEOLOGY,0.3075314067973011
head,19,21,T3,RACExPOLPARTY,0.1924721733113681
head,19,21,T3,RACExRELIG,-0.011552688253296558
head,19,21,T3,RELIGxPOLPARTY,0.1976053194389572
head,19,21,Tmean,AGExPOLPARTY,0.49686716791979946
head,19,21,Tmean,EDUCATIONxINCOME,0.6108763809973901
head,19,21,Tmean,RACExPOLIDEOLOGY,0.3945703598880973
head,19,21,Tmean,RACExPOLPARTY,0.2443422278840317
head,19,21,Tmean,RACExRELIG,0.02299372803868969
head,19,21,Tmean,RELIGxPOLPARTY,0.23095168473750832
head,19,22,T0,AGExPOLPARTY,0.41882781820862314
head,19,22,T0,EDUCATIONxINCOME,0.37336077294396136
head,19,22,T0,RACExPOLIDEOLOGY,0.00557606950259712
head,19,22,T0,RACExPOLPARTY,0.19269026597255004
head,19,22,T0,RACExRELIG,0.06936638077606076
head,19,22,T0,RELIGxPOLPARTY,0.3413876201458734
head,19,22,T1,AGExPOLPARTY,0.5156507579108198
head,19,22,T1,EDUCATIONxINCOME,0.4897037056844148
head,19,22,T1,RACExPOLIDEOLOGY,0.1398074218459244
head,19,22,T1,RACExPOLPARTY,0.30137210882853793
head,19,22,T1,RACExRELIG,0.17580534250198362
head,19,22,T1,RELIGxPOLPARTY,0.14031857153062158
head,19,22,T2,AGExPOLPARTY,0.1478529210727353
head,19,22,T2,EDUCATIONxINCOME,0.3039547213815373
head,19,22,T2,RACExPOLIDEOLOGY,0.24525730264352058
head,19,22,T2,RACExPOLPARTY,0.14793177209586897
head,19,22,T2,RACExRELIG,0.1282884407133621
head,19,22,T2,RELIGxPOLPARTY,0.13119397262430804
head,19,22,T3,AGExPOLPARTY,0.5242752603433717
head,19,22,T3,EDUCATIONxINCOME,0.49088571006514364
head,19,22,T3,RACExPOLIDEOLOGY,0.2620406180504259
head,19,22,T3,RACExPOLPARTY,0.3003581429484898
head,19,22,T3,RACExRELIG,0.07541126686061889
head,19,22,T3,RELIGxPOLPARTY,0.09432849133114606
head,19,22,Tmean,AGExPOLPARTY,0.5063795853269537
head,19,22,Tmean,EDUCATIONxINCOME,0.5175047054662733
head,19,22,Tmean,RACExPOLIDEOLOGY,0.22169296577408867
head,19,22,Tmean,RACExPOLPARTY,0.2971872496490493
head,19,22,Tmean,RACExRELIG,0.14033475648921298
head,19,22,Tmean,RELIGxPOLPARTY,0.13298291242490198
head,19,23,T0,AGExPOLPARTY,0.3512156058595687
head,19,23,T0,EDUCATIONxINCOME,0.3002968584558926
head,19,23,T0,RACExPOLIDEOLOGY,0.040598464432695595
head,19,23,T0,RACExPOLPARTY,0.16524208960368483
head,19,23,T0,RACExRELIG,0.1334654475384441
head,19,23,T0,RELIGxPOLPARTY,0.2235582859650376
head,19,23,T1,AGExPOLPARTY,0.5644056665728492
head,19,23,T1,EDUCATIONxINCOME,0.5367067021498964
head,19,23,T1,RACExPOLIDEOLOGY,0.22236469536897466
head,19,23,T1,RACExPOLPARTY,0.24711233466993834
head,19,23,T1,RACExRELIG,0.17285827634412665
head,19,23,T1,RELIGxPOLPARTY,0.194858857300306
head,19,23,T2,AGExPOLPARTY,0.28136182702746165
head,19,23,T2,EDUCATIONxINCOME,0.3366672436468844
head,19,23,T2,RACExPOLIDEOLOGY,0.26155484159378206
head,19,23,T2,RACExPOLPARTY,0.24992743994164596
head,19,23,T2,RACExRELIG,0.05058374579665244
head,19,23,T2,RELIGxPOLPARTY,0.05082733730748372
head,19,23,T3,AGExPOLPARTY,0.31455309396485864
head,19,23,T3,EDUCATIONxINCOME,0.4058653635134268
head,19,23,T3,RACExPOLIDEOLOGY,0.08581554510778275
head,19,23,T3,RACExPOLPARTY,0.18486862917062843
head,19,23,T3,RACExRELIG,0.10223240261457665
head,19,23,T3,RELIGxPOLPARTY,0.11258803651064163
head,19,23,Tmean,AGExPOLPARTY,0.5594299920925307
head,19,23,Tmean,EDUCATIONxINCOME,0.4601904132545911
head,19,23,Tmean,RACExPOLIDEOLOGY,0.1274753161573341
head,19,23,Tmean,RACExPOLPARTY,0.2554154552699302
head,19,23,Tmean,RACExRELIG,0.14484206748025844
head,19,23,Tmean,RELIGxPOLPARTY,0.1700927344639522
head,19,24,T0,AGExPOLPARTY,0.36055044027180244
head,19,24,T0,EDUCATIONxINCOME,0.4739585756736867
head,19,24,T0,RACExPOLIDEOLOGY,0.08853641560526397
head,19,24,T0,RACExPOLPARTY,0.1990230528742708
head,19,24,T0,RACExRELIG,0.16703328673442402
head,19,24,T0,RELIGxPOLPARTY,0.2281879468591121
head,19,24,T1,AGExPOLPARTY,0.41382868937048495
head,19,24,T1,EDUCATIONxINCOME,0.4157177641913082
head,19,24,T1,RACExPOLIDEOLOGY,0.33838691746544824
head,19,24,T1,RACExPOLPARTY,0.398462041752295
head,19,24,T1,RACExRELIG,0.01873030566365663
head,19,24,T1,RELIGxPOLPARTY,0.34720185673028275
head,19,24,T2,AGExPOLPARTY,0.10997078257140178
head,19,24,T2,EDUCATIONxINCOME,0.29270028529847103
head,19,24,T2,RACExPOLIDEOLOGY,0.2788411706864378
head,19,24,T2,RACExPOLPARTY,0.07905138992072917
head,19,24,T2,RACExRELIG,0.08697510106925606
head,19,24,T2,RELIGxPOLPARTY,0.07275770223796063
head,19,24,T3,AGExPOLPARTY,0.2928042030209213
head,19,24,T3,EDUCATIONxINCOME,0.5282368743723485
head,19,24,T3,RACExPOLIDEOLOGY,0.27681797268421526
head,19,24,T3,RACExPOLPARTY,0.16030245582236158
head,19,24,T3,RACExRELIG,0.08227283031699853
head,19,24,T3,RELIGxPOLPARTY,0.21113352975564809
head,19,24,Tmean,AGExPOLPARTY,0.3523615187701875
head,19,24,Tmean,EDUCATIONxINCOME,0.4411101107312857
head,19,24,Tmean,RACExPOLIDEOLOGY,0.351035561361271
head,19,24,Tmean,RACExPOLPARTY,0.42535823669533523
head,19,24,Tmean,RACExRELIG,0.028368534401329956
head,19,24,Tmean,RELIGxPOLPARTY,0.36849462851544673
head,19,25,T0,AGExPOLPARTY,0.5843050138715773
head,19,25,T0,EDUCATIONxINCOME,0.5390930482587795
head,19,25,T0,RACExPOLIDEOLOGY,0.128496491396838
head,19,25,T0,RACExPOLPARTY,0.16813069240220066
head,19,25,T0,RACExRELIG,0.13096346393622246
head,19,25,T0,RELIGxPOLPARTY,0.28580738048127546
head,19,25,T1,AGExPOLPARTY,0.3916073606476083
head,19,25,T1,EDUCATIONxINCOME,0.5100323223047708
head,19,25,T1,RACExPOLIDEOLOGY,0.2972007349327682
head,19,25,T1,RACExPOLPARTY,0.16089553586521815
head,19,25,T1,RACExRELIG,0.004237918917897759
head,19,25,T1,RELIGxPOLPARTY,0.13068824104837617
head,19,25,T2,AGExPOLPARTY,0.2184103306394328
head,19,25,T2,EDUCATIONxINCOME,0.524073580292723
head,19,25,T2,RACExPOLIDEOLOGY,0.23793465574244382
head,19,25,T2,RACExPOLPARTY,0.18780794434826906
head,19,25,T2,RACExRELIG,0.04477548569338492
head,19,25,T2,RELIGxPOLPARTY,0.09793225521428287
head,19,25,T3,AGExPOLPARTY,0.4135036789835551
head,19,25,T3,EDUCATIONxINCOME,0.5170327270883369
head,19,25,T3,RACExPOLIDEOLOGY,0.26160359335287175
head,19,25,T3,RACExPOLPARTY,0.18877269779871908
head,19,25,T3,RACExRELIG,-0.03393357766274984
head,19,25,T3,RELIGxPOLPARTY,0.09358395887668984
head,19,25,Tmean,AGExPOLPARTY,0.4863060056558508
head,19,25,Tmean,EDUCATIONxINCOME,0.5998230784256117
head,19,25,Tmean,RACExPOLIDEOLOGY,0.27935795149278136
head,19,25,Tmean,RACExPOLPARTY,0.1537275770670317
head,19,25,Tmean,RACExRELIG,0.048122189896852685
head,19,25,Tmean,RELIGxPOLPARTY,0.14963006806747556
head,19,26,T0,AGExPOLPARTY,0.3551324836154557
head,19,26,T0,EDUCATIONxINCOME,0.27446078132454277
head,19,26,T0,RACExPOLIDEOLOGY,-0.12524849795606077
head,19,26,T0,RACExPOLPARTY,0.01980878343443743
head,19,26,T0,RACExRELIG,0.01557411115729021
head,19,26,T0,RELIGxPOLPARTY,0.2527141068609111
head,19,26,T1,AGExPOLPARTY,0.3720062187554447
head,19,26,T1,EDUCATIONxINCOME,0.5372787502042157
head,19,26,T1,RACExPOLIDEOLOGY,-0.009496755613960937
head,19,26,T1,RACExPOLPARTY,0.1639467331924281
head,19,26,T1,RACExRELIG,0.11239921411569125
head,19,26,T1,RELIGxPOLPARTY,0.09956409991005005
head,19,26,T2,AGExPOLPARTY,0.16163738222561752
head,19,26,T2,EDUCATIONxINCOME,0.2893871023177689
head,19,26,T2,RACExPOLIDEOLOGY,0.2680994170247237
head,19,26,T2,RACExPOLPARTY,0.1414489902414784
head,19,26,T2,RACExRELIG,0.2022598047691375
head,19,26,T2,RELIGxPOLPARTY,0.08570962368663687
head,19,26,T3,AGExPOLPARTY,0.16939742404138686
head,19,26,T3,EDUCATIONxINCOME,0.419131954374419
head,19,26,T3,RACExPOLIDEOLOGY,0.014320568062461451
head,19,26,T3,RACExPOLPARTY,0.11088841860471396
head,19,26,T3,RACExRELIG,0.0656774473873125
head,19,26,T3,RELIGxPOLPARTY,0.08542213060383094
head,19,26,Tmean,AGExPOLPARTY,0.4038505354294828
head,19,26,Tmean,EDUCATIONxINCOME,0.496247896294707
head,19,26,Tmean,RACExPOLIDEOLOGY,0.09613481672754769
head,19,26,Tmean,RACExPOLPARTY,0.15529952417101167
head,19,26,Tmean,RACExRELIG,0.13312974647674464
head,19,26,Tmean,RELIGxPOLPARTY,0.20329462484508887
head,19,27,T0,AGExPOLPARTY,0.44167571334753997
head,19,27,T0,EDUCATIONxINCOME,0.47533355510352804
head,19,27,T0,RACExPOLIDEOLOGY,0.15324497367187367
head,19,27,T0,RACExPOLPARTY,0.27341697002523224
head,19,27,T0,RACExRELIG,0.141856084935958
head,19,27,T0,RELIGxPOLPARTY,0.30212001976857933
head,19,27,T1,AGExPOLPARTY,0.36166284695696455
head,19,27,T1,EDUCATIONxINCOME,0.5387972822133084
head,19,27,T1,RACExPOLIDEOLOGY,0.22782767820182617
head,19,27,T1,RACExPOLPARTY,0.2664910825750713
head,19,27,T1,RACExRELIG,0.1960089923300714
head,19,27,T1,RELIGxPOLPARTY,0.04776211226395427
head,19,27,T2,AGExPOLPARTY,0.30716162062911284
head,19,27,T2,EDUCATIONxINCOME,0.41919009747847646
head,19,27,T2,RACExPOLIDEOLOGY,0.2888474692395988
head,19,27,T2,RACExPOLPARTY,0.20249693597810434
head,19,27,T2,RACExRELIG,0.1107430007178751
head,19,27,T2,RELIGxPOLPARTY,0.08800808558249837
head,19,27,T3,AGExPOLPARTY,0.26741988661493304
head,19,27,T3,EDUCATIONxINCOME,0.44030816734945044
head,19,27,T3,RACExPOLIDEOLOGY,0.0706351178943767
head,19,27,T3,RACExPOLPARTY,0.08677193012455132
head,19,27,T3,RACExRELIG,0.02989364113802093
head,19,27,T3,RELIGxPOLPARTY,0.0883308525418515
head,19,27,Tmean,AGExPOLPARTY,0.35424456864085346
head,19,27,Tmean,EDUCATIONxINCOME,0.5755822466023591
head,19,27,Tmean,RACExPOLIDEOLOGY,0.13695718507343016
head,19,27,Tmean,RACExPOLPARTY,0.13315846921751084
head,19,27,Tmean,RACExRELIG,0.09554709638417652
head,19,27,Tmean,RELIGxPOLPARTY,0.03819053353296294
head,19,28,T0,AGExPOLPARTY,0.5446639481888567
head,19,28,T0,EDUCATIONxINCOME,0.12333587264417924
head,19,28,T0,RACExPOLIDEOLOGY,0.11866133676107384
head,19,28,T0,RACExPOLPARTY,0.27602348988127723
head,19,28,T0,RACExRELIG,0.19966913496194783
head,19,28,T0,RELIGxPOLPARTY,0.3324267710866406
head,19,28,T1,AGExPOLPARTY,0.4970145953118089
head,19,28,T1,EDUCATIONxINCOME,0.3755251314724095
head,19,28,T1,RACExPOLIDEOLOGY,0.35411510551491215
head,19,28,T1,RACExPOLPARTY,0.10131394078589256
head,19,28,T1,RACExRELIG,0.3951388521555144
head,19,28,T1,RELIGxPOLPARTY,0.33635479643174226
head,19,28,T2,AGExPOLPARTY,0.1194396418854623
head,19,28,T2,EDUCATIONxINCOME,0.05253980531615826
head,19,28,T2,RACExPOLIDEOLOGY,0.17904161876733787
head,19,28,T2,RACExPOLPARTY,0.0729777942972219
head,19,28,T2,RACExRELIG,0.15834133071371898
head,19,28,T2,RELIGxPOLPARTY,0.07797348736108417
head,19,28,T3,AGExPOLPARTY,0.38368313832710116
head,19,28,T3,EDUCATIONxINCOME,0.2971084874420086
head,19,28,T3,RACExPOLIDEOLOGY,0.04736886320909325
head,19,28,T3,RACExPOLPARTY,0.1630494633855571
head,19,28,T3,RACExRELIG,0.014313862545811766
head,19,28,T3,RELIGxPOLPARTY,-0.02595267495411386
head,19,28,Tmean,AGExPOLPARTY,0.2331731735756503
head,19,28,Tmean,EDUCATIONxINCOME,0.32445836823883556
head,19,28,Tmean,RACExPOLIDEOLOGY,0.287874175192058
head,19,28,Tmean,RACExPOLPARTY,0.10839310257209844
head,19,28,Tmean,RACExRELIG,0.07652302867722069
head,19,28,Tmean,RELIGxPOLPARTY,0.056443521781154825
head,19,29,T0,AGExPOLPARTY,0.30183270830220166
head,19,29,T0,EDUCATIONxINCOME,0.34892765641830836
head,19,29,T0,RACExPOLIDEOLOGY,0.03451058674918482
head,19,29,T0,RACExPOLPARTY,0.06669226080734358
head,19,29,T0,RACExRELIG,0.10581573279933501
head,19,29,T0,RELIGxPOLPARTY,0.33441598864035615
head,19,29,T1,AGExPOLPARTY,0.7069981102488841
head,19,29,T1,EDUCATIONxINCOME,0.4272284362916931
head,19,29,T1,RACExPOLIDEOLOGY,0.017142424346628486
head,19,29,T1,RACExPOLPARTY,0.1564472855488413
head,19,29,T1,RACExRELIG,0.3381340915101825
head,19,29,T1,RELIGxPOLPARTY,0.27340892822518686
head,19,29,T2,AGExPOLPARTY,0.3624033345395574
head,19,29,T2,EDUCATIONxINCOME,0.12442416111847175
head,19,29,T2,RACExPOLIDEOLOGY,0.12211994073701096
head,19,29,T2,RACExPOLPARTY,0.07900684734510062
head,19,29,T2,RACExRELIG,0.2121067744738731
head,19,29,T2,RELIGxPOLPARTY,0.384643633453218
head,19,29,T3,AGExPOLPARTY,0.6294010427137362
head,19,29,T3,EDUCATIONxINCOME,0.42793900966263654
head,19,29,T3,RACExPOLIDEOLOGY,0.23781865477355896
head,19,29,T3,RACExPOLPARTY,0.07080046756426647
head,19,29,T3,RACExRELIG,0.23969811463331697
head,19,29,T3,RELIGxPOLPARTY,0.3695145472543397
head,19,29,Tmean,AGExPOLPARTY,0.5856821197378472
head,19,29,Tmean,EDUCATIONxINCOME,0.5370331945027714
head,19,29,Tmean,RACExPOLIDEOLOGY,0.01833040024758929
head,19,29,Tmean,RACExPOLPARTY,0.11992441454345061
head,19,29,Tmean,RACExRELIG,0.29889220538784145
head,19,29,Tmean,RELIGxPOLPARTY,0.3818037224992966
head,19,30,T0,AGExPOLPARTY,0.6631016042780749
head,19,30,T0,EDUCATIONxINCOME,0.2735265258446371
head,19,30,T0,RACExPOLIDEOLOGY,0.19129206525945294
head,19,30,T0,RACExPOLPARTY,0.2664709832514136
head,19,30,T0,RACExRELIG,0.22478803793403107
head,19,30,T0,RELIGxPOLPARTY,0.4461244983139851
head,19,30,T1,AGExPOLPARTY,0.6081849007545601
head,19,30,T1,EDUCATIONxINCOME,0.5698688585745904
head,19,30,T1,RACExPOLIDEOLOGY,0.37906399234249155
head,19,30,T1,RACExPOLPARTY,0.4868489675322426
head,19,30,T1,RACExRELIG,0.3148505686326369
head,19,30,T1,RELIGxPOLPARTY,0.46109424043315933
head,19,30,T2,AGExPOLPARTY,0.49323844370284
head,19,30,T2,EDUCATIONxINCOME,0.3666294866681907
head,19,30,T2,RACExPOLIDEOLOGY,0.32293157921014254
head,19,30,T2,RACExPOLPARTY,0.2881908523778175
head,19,30,T2,RACExRELIG,0.23774398307326106
head,19,30,T2,RELIGxPOLPARTY,0.2363285549547553
head,19,30,T3,AGExPOLPARTY,0.50728760403683
head,19,30,T3,EDUCATIONxINCOME,0.43364560510243716
head,19,30,T3,RACExPOLIDEOLOGY,0.14820543468940123
head,19,30,T3,RACExPOLPARTY,0.3405681898804105
head,19,30,T3,RACExRELIG,0.1818133902595685
head,19,30,T3,RELIGxPOLPARTY,0.26987428400400804
head,19,30,Tmean,AGExPOLPARTY,0.6718936378379103
head,19,30,Tmean,EDUCATIONxINCOME,0.5377969929691162
head,19,30,Tmean,RACExPOLIDEOLOGY,0.3483643131900061
head,19,30,Tmean,RACExPOLPARTY,0.42399388260585036
head,19,30,Tmean,RACExRELIG,0.29548362111308424
head,19,30,Tmean,RELIGxPOLPARTY,0.4006149252773943
head,19,31,T0,AGExPOLPARTY,0.5888417567984131
head,19,31,T0,EDUCATIONxINCOME,0.38835108962232934
head,19,31,T0,RACExPOLIDEOLOGY,0.21047570834782467
head,19,31,T0,RACExPOLPARTY,0.2028254249244513
head,19,31,T0,RACExRELIG,0.12729946726111763
head,19,31,T0,RELIGxPOLPARTY,0.23042305634482466
head,19,31,T1,AGExPOLPARTY,0.6771842708375215
head,19,31,T1,EDUCATIONxINCOME,0.5948694047798012
head,19,31,T1,RACExPOLIDEOLOGY,0.3104063676761908
head,19,31,T1,RACExPOLPARTY,0.5438920480325836
head,19,31,T1,RACExRELIG,0.35921657157970305
head,19,31,T1,RELIGxPOLPARTY,0.4004735128736312
head,19,31,T2,AGExPOLPARTY,0.4142508678112393
head,19,31,T2,EDUCATIONxINCOME,0.4031168099789573
head,19,31,T2,RACExPOLIDEOLOGY,0.2828711252851056
head,19,31,T2,RACExPOLPARTY,0.22008011081028017
head,19,31,T2,RACExRELIG,0.305908111988514
head,19,31,T2,RELIGxPOLPARTY,0.3613285185082595
head,19,31,T3,AGExPOLPARTY,0.44070068218675024
head,19,31,T3,EDUCATIONxINCOME,0.48198786413544853
head,19,31,T3,RACExPOLIDEOLOGY,0.19124244293323664
head,19,31,T3,RACExPOLPARTY,0.19462010103360025
head,19,31,T3,RACExRELIG,0.08558072316469566
head,19,31,T3,RELIGxPOLPARTY,0.06560354668140077
head,19,31,Tmean,AGExPOLPARTY,0.6864688459115703
head,19,31,Tmean,EDUCATIONxINCOME,0.49173249118816104
head,19,31,Tmean,RACExPOLIDEOLOGY,0.3592578937585996
head,19,31,Tmean,RACExPOLPARTY,0.379676673879924
head,19,31,Tmean,RACExRELIG,0.34431990780972527
head,19,31,Tmean,RELIGxPOLPARTY,0.35013798643315636
head,20,0,T0,AGExPOLPARTY,0.4460750807500033
head,20,0,T0,EDUCATIONxINCOME,0.520040605874474
head,20,0,T0,RACExPOLIDEOLOGY,0.22625038468184908
head,20,0,T0,RACExPOLPARTY,0.2641034827255682
head,20,0,T0,RACExRELIG,0.1808603166206975
head,20,0,T0,RELIGxPOLPARTY,0.18776607764269898
head,20,0,T1,AGExPOLPARTY,0.5234309034618632
head,20,0,T1,EDUCATIONxINCOME,0.4141744491398166
head,20,0,T1,RACExPOLIDEOLOGY,0.2641588819828733
head,20,0,T1,RACExPOLPARTY,0.2905832718729015
head,20,0,T1,RACExRELIG,0.21035440359693203
head,20,0,T1,RELIGxPOLPARTY,0.3998550449862786
head,20,0,T2,AGExPOLPARTY,0.23401417983461323
head,20,0,T2,EDUCATIONxINCOME,0.12451179852169153
head,20,0,T2,RACExPOLIDEOLOGY,0.3078735396780556
head,20,0,T2,RACExPOLPARTY,0.24824239664335296
head,20,0,T2,RACExRELIG,0.13557883401972268
head,20,0,T2,RELIGxPOLPARTY,0.061889357185864004
head,20,0,T3,AGExPOLPARTY,0.4549307761382064
head,20,0,T3,EDUCATIONxINCOME,0.3750143964818516
head,20,0,T3,RACExPOLIDEOLOGY,0.17422913127539108
head,20,0,T3,RACExPOLPARTY,0.2919866246500806
head,20,0,T3,RACExRELIG,0.08563683077039332
head,20,0,T3,RELIGxPOLPARTY,0.17945125352077732
head,20,0,Tmean,AGExPOLPARTY,0.5220135901250451
head,20,0,Tmean,EDUCATIONxINCOME,0.41310174340150485
head,20,0,Tmean,RACExPOLIDEOLOGY,0.30470442743037024
head,20,0,Tmean,RACExPOLPARTY,0.309293942258843
head,20,0,Tmean,RACExRELIG,0.10995598292212945
head,20,0,Tmean,RELIGxPOLPARTY,0.18843931731339755
head,20,1,T0,AGExPOLPARTY,0.2146274777853725
head,20,1,T0,EDUCATIONxINCOME,0.5117872714946425
head,20,1,T0,RACExPOLIDEOLOGY,0.14057978900064552
head,20,1,T0,RACExPOLPARTY,-0.030043391293137416
head,20,1,T0,RACExRELIG,0.11965353081195451
head,20,1,T0,RELIGxPOLPARTY,0.14882314265012675
head,20,1,T1,AGExPOLPARTY,0.5424557382761717
head,20,1,T1,EDUCATIONxINCOME,0.4997820885778545
head,20,1,T1,RACExPOLIDEOLOGY,0.33527638112210006
head,20,1,T1,RACExPOLPARTY,0.4206651946162012
head,20,1,T1,RACExRELIG,0.21658461480334001
head,20,1,T1,RELIGxPOLPARTY,0.24076366491250908
head,20,1,T2,AGExPOLPARTY,0.06923391366115823
head,20,1,T2,EDUCATIONxINCOME,0.27409947065378
head,20,1,T2,RACExPOLIDEOLOGY,0.21817326288123767
head,20,1,T2,RACExPOLPARTY,0.042779010486297134
head,20,1,T2,RACExRELIG,0.15389522801979824
head,20,1,T2,RELIGxPOLPARTY,0.036920300260811126
head,20,1,T3,AGExPOLPARTY,0.4604056933778295
head,20,1,T3,EDUCATIONxINCOME,0.3599618699848987
head,20,1,T3,RACExPOLIDEOLOGY,0.08250495243874145
head,20,1,T3,RACExPOLPARTY,0.13531809654605123
head,20,1,T3,RACExRELIG,0.05683908263120112
head,20,1,T3,RELIGxPOLPARTY,0.021205445981190695
head,20,1,Tmean,AGExPOLPARTY,0.526014233444574
head,20,1,Tmean,EDUCATIONxINCOME,0.5516399526122143
head,20,1,Tmean,RACExPOLIDEOLOGY,0.3161702185079959
head,20,1,Tmean,RACExPOLPARTY,0.324627026300565
head,20,1,Tmean,RACExRELIG,0.14051838138058714
head,20,1,Tmean,RELIGxPOLPARTY,0.14570595206651465
head,20,2,T0,AGExPOLPARTY,0.4411932237009636
head,20,2,T0,EDUCATIONxINCOME,0.4635055841738101
head,20,2,T0,RACExPOLIDEOLOGY,0.1545292342970366
head,20,2,T0,RACExPOLPARTY,0.14947582013865235
head,20,2,T0,RACExRELIG,0.10913959407656687
head,20,2,T0,RELIGxPOLPARTY,0.24430532573001126
head,20,2,T1,AGExPOLPARTY,0.5777679492849771
head,20,2,T1,EDUCATIONxINCOME,0.3026498615899692
head,20,2,T1,RACExPOLIDEOLOGY,0.18241037326046006
head,20,2,T1,RACExPOLPARTY,0.3354614617218131
head,20,2,T1,RACExRELIG,0.13295840730713768
head,20,2,T1,RELIGxPOLPARTY,0.2372895119117906
head,20,2,T2,AGExPOLPARTY,0.20611019527428193
head,20,2,T2,EDUCATIONxINCOME,0.32800038674589854
head,20,2,T2,RACExPOLIDEOLOGY,0.30197736264300695
head,20,2,T2,RACExPOLPARTY,0.2387066354247163
head,20,2,T2,RACExRELIG,0.11139702270752257
